"","accession","sample-name","sample-desc","biome","X","Y","silicate_umol/L","temperature_&deg;C","depth_m","region","collection_date","environment_biome","environment_feature","environmental_package","chlorophyll_mg/m3","dissolved_oxygen_mg/L","nitrate_umol/L","phosphate_umol/L","salinity_ppt","NCBI_sample_classification","instrument_model","ENA_checklist"
"211","ERS689340","GS270 viralµm","Water sample taken on 2007-07-28T01:00:00+00:00 from site GS270 (lat:29.8585, long:-123.5994667), viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-123.5994667","29.8585","2.3","14.8","110","North Pacific Ocean:Open Ocean:Off the California coast along US/Mexico border","2007-07-28T01:00:00+00:00","ocean biome","coastal ocean","water","0.08","5.6","2","0.2","33.6","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"212","ERS689341","GS271 0.1µm","Water sample taken on 2007-07-30T20:10:00+00:00 from site GS271 (lat:32.51216667, long:-118.2157333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-118.2157333","32.51216667","1.4","13.1","30","North Pacific Ocean:Southern California Bight Marine Ecoregion:South of San Clemente Island, CA, USA","2007-07-30T20:10:00+00:00","ocean biome","coastal ocean","water","0.3","5.5","4.2","0.3","33.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"213","ERS689342","GS272 0.1µm","Water sample taken on 2007-07-31T19:40:00+00:00 from site GS272 (lat:32.52766667, long:-118.2188), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-118.2188","32.52766667","1.2","19.5","10","North Pacific Ocean:Southern California Bight Marine Ecoregion:South of San Clemente Island, CA, USA","2007-07-31T19:40:00+00:00","ocean biome","coastal ocean","water","0.29","5.4","0.1","0.2","33.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"214","ERS689343","GS277 0.1µm","Water sample taken on 2007-07-13T05:30:00+00:00 from site GS277 (lat:33.28666667, long:-129.4283333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-129.4283333","33.28666667","3","13.1","58","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-155, West of Channel Islands, CA, USA","2007-07-13T05:30:00+00:00","ocean biome","open ocean","water","0.1","5.7","0.31","0.5","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"215","ERS689344","GS278 0.1µm","Water sample taken on 2007-07-15T16:30:00+00:00 from site GS278 (lat:34.41216, long:-126.45516), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-126.45516","34.41216","4.6","13.5","79","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-115, West of Channel Islands, CA, USA","2007-07-15T16:30:00+00:00","ocean biome","open ocean","water","0.19","5.7","2","0.58","32.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"216","ERS689345","GS279 0.1µm","Water sample taken on 2007-07-16T22:45:00+00:00 from site GS279 (lat:35.95915983, long:-123.84516), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-123.84516","35.95915983","6.2","13.2","25","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-75, West of Monterey, CA, USA","2007-07-16T22:45:00+00:00","ocean biome","open ocean","water","0.65","5.7","5","0.77","33.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"217","ERS689346","GS280 0.1µm","Water sample taken on 2007-07-17T17:00:00+00:00 from site GS280 (lat:35.95915983, long:-123.84516), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-123.84516","35.95915983","3.2","17","1","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station 67-75, West of Monterey, CA, USA","2007-07-17T17:00:00+00:00","ocean biome","open ocean","water","0.66","6.1","1.6","0.48","33.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"218","ERS689347","GS281 0.1µm","Water sample taken on 2007-07-18T17:00:00+00:00 from site GS281 (lat:36.22299983, long:-122.858), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-122.858","36.22299983","6.2","14","40","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station MTM4-East, West of Monterey, CA, USA","2007-07-18T17:00:00+00:00","ocean biome","coastal ocean","water","0.36","5.7","5","0.77","33","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"219","ERS689348","GS282 0.1µm","Water sample taken on 2007-07-19T02:00:00+00:00 from site GS282 (lat:36.22299983, long:-122.858), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-122.858","36.22299983","3.2","17.2","1","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station MTM4-East, West of Monterey, CA, USA","2007-07-19T02:00:00+00:00","ocean biome","coastal ocean","water","0.29","6.1","1.6","0.48","32.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"220","ERS689349","GS283 0.1µm","Water sample taken on 2007-07-19T17:00:00+00:00 from site GS283 (lat:36.747, long:-122.022), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-122.022","36.747","4.3","14.7","5","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station M1, Monterey Bay, Monterey, CA, USA","2007-07-19T17:00:00+00:00","ocean biome","coastal ocean","water","13.4","6.1","8.4","0.77","33.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"221","ERS689350","GS284 0.1µm","Water sample taken on 2007-10-06T21:10:00+00:00 from site GS284 (lat:33.28388889, long:-129.4186111), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-129.4186111","33.28388889","1.5","19","87","North Pacific Ocean:Northern California Marine Ecoregion:West of Channel Islands, CA, USA","2007-10-06T21:10:00+00:00","ocean biome","open ocean","water","0.09","5.5","0.035","0.36","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"222","ERS689351","GS285 0.1µm","Water sample taken on 2007-10-07T17:00:00+00:00 from site GS285 (lat:33.28388889, long:-129.4186111), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-129.4186111","33.28388889","1.1","18.9","5","North Pacific Ocean:Northern California Marine Ecoregion:West of Channel Islands, CA, USA","2007-10-07T17:00:00+00:00","ocean biome","open ocean","water","0.09","5.4","0.01","0.37","33.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"223","ERS689352","GS286 0.1µm","Water sample taken on 2007-10-10T15:00:00+00:00 from site GS286 (lat:36.776, long:-122.016), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-122.016","36.776","8.2","11.6","5","North Pacific Ocean:Northern California Marine Ecoregion:MBARI Station H3, Monterey Bay, Monterey, CA, USA","2007-10-10T15:00:00+00:00","ocean biome","coastal ocean","water","4.5","4.8","8.5","0.94","33.4","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"224","ERS689353","GS299 0.1µm","Water sample taken on 2007-07-08T22:26:00+00:00 from site GS299 (lat:50.07026667, long:-124.8513), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-124.8513","50.07026667","7.4","17","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion:South of Desolation Sound, BC, Canada","2007-07-08T22:26:00+00:00","ocean biome","coastal ocean","water","19","6.7","0.072","0.088","32","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"225","ERS689354","GS299 0.8µm","Water sample taken on 2007-07-08T22:26:00+00:00 from site GS299 (lat:50.07026667, long:-124.8513), 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-124.8513","50.07026667","7.4","17","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion:South of Desolation Sound, BC, Canada","2007-07-08T22:26:00+00:00","ocean biome","coastal ocean","water","19","6.7","0.072","0.088","32","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"226","ERS689355","GS299 3µm","Water sample taken on 2007-07-08T22:26:00+00:00 from site GS299 (lat:50.07026667, long:-124.8513), 3µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-124.8513","50.07026667","7.4","17","1.2","North Pacific Ocean:Puget Trough/Georgia Basin Marine Ecoregion:South of Desolation Sound, BC, Canada","2007-07-08T22:26:00+00:00","ocean biome","coastal ocean","water","19","6.7","0.072","0.088","32","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"227","ERS689356","GS300 0.1µm","Water sample taken on 2007-07-09T20:01:00+00:00 from site GS300 (lat:50.5099, long:-126.4975333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-126.4975333","50.5099","19.7","10.5","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Johnstone Strait, BC, Canada","2007-07-09T20:01:00+00:00","ocean biome","coastal ocean","water","7","3.45","15.3","1.3","32.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"228","ERS689357","GS300 0.8µm","Water sample taken on 2007-07-09T20:01:00+00:00 from site GS300 (lat:50.5099, long:-126.4975333), 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-126.4975333","50.5099","19.7","10.5","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Johnstone Strait, BC, Canada","2007-07-09T20:01:00+00:00","ocean biome","coastal ocean","water","7","3.45","15.3","1.3","32.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"229","ERS689358","GS300 3µm","Water sample taken on 2007-07-09T20:01:00+00:00 from site GS300 (lat:50.5099, long:-126.4975333), 3µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-126.4975333","50.5099","19.7","10.5","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Johnstone Strait, BC, Canada","2007-07-09T20:01:00+00:00","ocean biome","coastal ocean","water","7","3.45","15.3","1.3","32.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"230","ERS689359","GS301 0.1µm","Water sample taken on 2007-07-10T17:01:00+00:00 from site GS301 (lat:51.314, long:-127.8683333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-127.8683333","51.314","9.6","10.6","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Mouth of Smith Sound, Queen Charlotte Strait, BC, Canada","2007-07-10T17:01:00+00:00","ocean biome","coastal ocean","water","16.7","3.4","9.5","0.7","32.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"231","ERS689360","GS301 0.8µm","Water sample taken on 2007-07-10T17:01:00+00:00 from site GS301 (lat:51.314, long:-127.8683333), 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-127.8683333","51.314","9.6","10.6","1.2","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Mouth of Smith Sound, Queen Charlotte Strait, BC, Canada","2007-07-10T17:01:00+00:00","ocean biome","coastal ocean","water","16.7","3.4","9.5","0.7","32.3","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"232","ERS689361","GS302 0.1µm","Water sample taken on 2007-07-12T20:02:00+00:00 from site GS302 (lat:52.4737, long:-128.4713), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-128.4713","52.4737","1.2","12.1","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:SE corner of Swindle Island, Finlayson Channel, BC, Canada","2007-07-12T20:02:00+00:00","ocean biome","coastal ocean","water","7","4.9","0.065","0.054","32.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"233","ERS689362","GS302 0.8µm","Water sample taken on 2007-07-12T20:02:00+00:00 from site GS302 (lat:52.4737, long:-128.4713), 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-128.4713","52.4737","1.2","12.1","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:SE corner of Swindle Island, Finlayson Channel, BC, Canada","2007-07-12T20:02:00+00:00","ocean biome","coastal ocean","water","7","4.9","0.065","0.054","32.1","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"234","ERS689363","GS302 3µm","Water sample taken on 2007-07-12T20:02:00+00:00 from site GS302 (lat:52.4737, long:-128.4713), 3µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-128.4713","52.4737","1.2","12.1","1.1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:SE corner of Swindle Island, Finlayson Channel, BC, Canada","2007-07-12T20:02:00+00:00","ocean biome","coastal ocean","water","7","4.9","0.065","0.054","32.1","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"235","ERS689364","GS303 0.8µm","Water sample taken on 2007-07-15T06:23:00+00:00 from site GS303 (lat:54.31743333, long:-130.5637667), 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of Canada, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge Canada as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-130.5637667","54.31743333","5","13.8","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Off Tugwell Island, outside Prince Rupert, BC, Canada","2007-07-15T06:23:00+00:00","ocean biome","coastal ocean","water","4.6","5.2","0.98","0.18","30.8","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"236","ERS689365","GS304 3µm","Water sample taken on 2007-07-16T22:30:00+00:00 from site GS304 (lat:55.82366667, long:-130.1547333), 3µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-130.1547333","55.82366667","1.7","4.3","0.3","USA:Alaska:Mouth of river from Sovall Glacier runoff, AK, USA","2007-07-16T22:30:00+00:00","ocean biome","coastal ocean","water","7","8.9","0.9","1.1","33.7","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"237","ERS689366","GS305 0.1µm","Water sample taken on 2007-07-18T20:05:00+00:00 from site GS305 (lat:57.64416667, long:-133.7573333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-133.7573333","57.64416667","6.9","15","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Stevens Passage, AK, USA","2007-07-18T20:05:00+00:00","ocean biome","coastal ocean","water","4.8","4.9","1","0.036","31.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"238","ERS689367","GS305 0.8µm","Water sample taken on 2007-07-18T20:05:00+00:00 from site GS305 (lat:57.64416667, long:-133.7573333), 0.8µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-133.7573333","57.64416667","6.9","15","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Stevens Passage, AK, USA","2007-07-18T20:05:00+00:00","ocean biome","coastal ocean","water","4.8","4.9","1","0.036","31.9","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"239","ERS689368","GS306 0.1µm","Water sample taken on 2007-07-19T23:40:00+00:00 from site GS306 (lat:58.21433333, long:-135.2736667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-135.2736667","58.21433333","3.2","12","1","North Pacific Ocean:North American Pacific Fijordland Marine Ecoregion:Icy Strait, AK, USA","2007-07-19T23:40:00+00:00","ocean biome","coastal ocean","water","1.2","7.1","0.055","0.018","31.9","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
